http en wikipedia org,2190
kfc kfc kfc kfc,1982
ham ham ham ham,1675
http www youtube com,814
wonyou wonyou wonyou wonyou,796
thinking bee thinking bee,642
bee thinking bee thinking,641
http www debate org,629
com 2 http www,453
www merriam webster com,433
https en wikipedia org,400
http www merriam webster,398
http dictionary reference com,392
sources 1 http www,371
would like thank opponent,359
dan small penis dan,359
small penis dan small,359
penis dan small penis,359
com 3 http www,330
org 2 http www,291
1 http en wikipedia,275
com 4 http www,253
en wikipedia org http,238
en wikipedia org 2,233
2 http en wikipedia,230
org 3 http www,228
n t make sense,218
en wikipedia org 3,210
wikipedia org 2 http,195
com 5 http www,185
ncbi nlm nih gov,167
www ncbi nlm nih,166
wikipedia org 3 http,164
http www nytimes com,157
3 http en wikipedia,156
org 4 http www,154
ca n t even,151
http www ncbi nlm,150
ca n t get,147
http www thefreedictionary com,145
http www huffingtonpost com,143
com http www youtube,138
org 5 http www,136
en wikipedia org 4,136
www youtube com http,134
org http en wikipedia,132
ca n t prove,132
com 6 http www,131
youtube com http www,130
god n t exist,128
thank opponent accepting debate,128
ca n t say,126
http www google com,123
https www google com,121
n t even know,120
org 2 http en,119
ca n t see,115
wikipedia org 4 http,114
4 http en wikipedia,113
people ca n t,111
wikipedia org http en,110
hi hi hi hi,110
com 7 http www,106
god ca n t,105
n t n t,104
http plato stanford edu,104
d like thank opponent,103
http www oxforddictionaries com,103
life liberty pursuit happiness,102
would n t able,98
org 6 http www,98
ca n t make,96
http www bbc co,96
www dailymail co uk,96
ca n t afford,94
look forward opponent s,94
www telegraph co uk,93
en wikipedia org 5,92
http www talkorigins org,92
http news bbc co,92
news bbc co uk,92
http www cdc gov,91
http www telegraph co,90
http www dailymail co,90
http www deathpenaltyinfo org,89
round 1 acceptance round,86
www bbc co uk,86
1 acceptance round 2,85
first would like thank,84
wikipedia org http www,84
wo n t able,84
en m wikipedia org,83
sources 1 http en,82
shall surely put death,82
http tinyurl com 2,81
n t mean n,81
t mean n t,81
http www washingtonpost com,80
http www cnn com,79
1 http tinyurl com,78
